frequency	language	identifier	gloss	lexeme
53	None	SPR=/	scribe	סֹפֵר
53	None	<LJWN/	upper	עֶלְיֹון
53	None	YL/	shadow	צֵל
53	None	YDWQ/	Zadok	צָדֹוק
53	None	RNN[	cry of joy	רנן
53	None	CW>/	vanity	שָׁוְא
52	None	DNJ>L/	Daniel	דָּנִיֵּאל
52	None	XDC/	new	חָדָשׁ
52	None	J>CJHW/	Josiah	יֹאשִׁיָּהוּ
52	None	MXR/	next day	מָחָר
52	None	F<JR/	he-goat	שָׂעִיר
51	None	>XRWN/	at the back	אַחֲרֹון
51	None	BQ<[	split	בקע
51	None	HWJ	alas	הֹוי
51	None	JHWJD</	Jehoiada	יְהֹויָדָע
51	None	KBS[	wash	כבס
51	None	MWSR/	chastening	מוּסָר
51	None	NPTLJ/	Naphtali	נַפְתָּלִי
51	None	QRC/	board	קֶרֶשׁ
51	None	R>CJT/	beginning	רֵאשִׁית
50	None	BTWLH/	virgin	בְּתוּלָה
50	None	HNH==	here	הֵנָּה
50	None	XBL=/	cord	חֶבֶל
50	None	XRM[	consecrate	חרם
50	None	JWMM	by day	יֹומָם
50	None	RXB<M/	Rehoboam	רְחַבְעָם
50	None	CKM=/	Shechem	שְׁכֶם
50	None	T<H[	err	תעה
49	None	>MWNH/	steadiness	אֱמוּנָה
49	None	>JLM/	porch	אֵילָם
49	None	>PD/	ephod	אֵפֹד
49	None	>WR[	be light	אור
49	None	BGD[	deal treacherously	בגד
49	None	G>WN/	height	גָּאֹון
49	None	VB<T/	sealing ring	טַבַּעַת
49	None	JH/	the Lord	יָהּ
49	None	JR>/	afraid	יָרֵא
49	None	MCQL/	weight	מִשְׁקָל
49	None	MXCBH/	thought	מַחֲשָׁבָה
49	None	NGP[	hurt	נגף
49	None	NKR[	recognise	נכר
49	None	NFG[	overtake	נשׂג
49	None	<BWR/	way	עֲבוּר
49	None	PSX/	Passover	פֶּסַח
49	None	PXD/	trembling	פַּחַד
49	None	PRY[	break	פרץ
49	None	QYJR/	harvest	קָצִיר
49	None	RYH[	like	רצה
49	None	TKLT/	purple wool	תְּכֵלֶת
49	None	TP>RT/	splendour	תִּפְאֶרֶת
48	None	>MR/	word	אֵמֶר
48	None	BR>[	create	ברא
48	None	GLWLJM/	idols	גִּלּוּלִים
48	None	DL/	poor	דַּל
48	None	HNH=	they	הֵנָּה
48	None	XTJ/	Hittite	חִתִּי
48	None	JCM<>L/	Ishmael	יִשְׁמָעֵאל
48	None	JYB[	stand	יצב
48	None	MGDL/	tower	מִגְדָּל
48	None	MKH/	blow	מַכָּה
48	None	NBLH=/	corpse	נְבֵלָה
48	None	SMK[	support	סמך
48	None	RPH[	be slack	רפה
48	None	CBJ/	captive	שְׁבִי
48	None	CDJ/	Almighty	שַׁדַּי
48	None	FQ/	sack	שַׂק
47	None	GRC[	drive out	גרשׁ
47	None	XNJT/	spear	חֲנִית
47	None	XRC[	be deaf	חרשׁ
47	None	JXD/	gathering	יַחַד
47	None	JW>C/	Joash	יֹואָשׁ
47	None	JD<[	know	ידע
47	None	LCKH/	hall	לִשְׁכָּה
47	None	M<LH=/	ascent	מַעֲלָה
47	None	MTNJM/	hips	מָתְנַיִם
47	None	<D/	future	עַד
47	None	YPH=[	arrange	צפה
47	None	QVN=/	small	קָטָן
47	None	RXL=/	Rachel	רָחֵל
47	None	RYX[	kill	רצח
47	None	CBH[	take captive	שׁבה
47	None	FH/	lamb	שֶׂה
46	None	>SP==/	Asaph	אָסָף
46	None	>CM/	guilt	אָשָׁם
46	None	BXWR/	young man	בָּחוּר
46	None	DBR=/	pest	דֶּבֶר
46	None	JRH[	teach	ירה
46	None	MCKB/	couch	מִשְׁכָּב
46	None	MCTH/	drinking	מִשְׁתֶּה
46	None	M>N[	refuse	מאן
46	None	N<WRJM/	youth	נְעוּרִים
46	None	NX/	Noah	נֹחַ
46	None	SLX[	forgive	סלח
46	None	<YR[	restrain	עצר
46	None	PG<[	meet	פגע
46	None	PRR[	break	פרר
46	None	QWH[	wait for	קוה
46	None	QCB[	give attention	קשׁב
45	None	>CR=/	happiness	אֶשֶׁר
45	None	>JH	where	אַיֵּה
45	None	>RJH/	lion	אַרְיֵה
45	None	>WLJ	perhaps	אוּלַי
45	None	GJL[	rejoice	גיל
45	None	ZBWLN/	Zebulun	זְבוּלֻן
45	None	ZMR[	sing	זמר
45	None	JYR[	shape	יצר
45	None	MRH[	rebel	מרה
45	None	NKRJ/	foreign	נָכְרִי
45	None	SRJS/	official	סָרִיס
45	None	<MD/	company	עִמָּד
45	None	QWMH/	height	קֹומָה
45	None	RXM[	have compassion	רחם
44	None	BJT/	house	בַּיִת
44	None	BLL[	moisten, confound	בלל
44	None	XLB/	milk	חָלָב
44	None	XGR[	gird	חגר
44	None	XLY[	draw off	חלץ
44	None	VWB[	be good	טוב
44	None	JR>H/	fear	יִרְאָה
44	None	MF>/	burden	מַשָּׂא
44	None	MWCB/	seat	מֹושָׁב
44	None	NR/	lamp	נֵר
44	None	NGJD/	chief	נָגִיד
44	None	NQH[	be clean	נקה
44	None	<WD[	warn, to witness	עוד
44	None	QCR[	tie	קשׁר
44	None	RW<[	shout	רוע
44	None	CM<WN/	Simeon	שִׁמְעֹון
43	None	>PS/	end	אֶפֶס
43	None	>CR==/	Asher	אָשֵׁר
43	None	>KL/	food	אֹכֶל
43	None	BLQ/	Balak	בָּלָק
43	None	BZH[	despise	בזה
43	None	BZZ[	spoil	בזז
43	None	HRH[	be pregnant	הרה
43	None	HRS[	tear down	הרס
43	None	XRBH=/	ruin	חָרְבָּה
43	None	J>R=/	Nile	יְאֹר
43	None	JFFKR/	Issachar	יִשָּׂשׂכָר
43	None	JPH/	beautiful	יָפֶה
43	None	JSR[	admonish	יסר
43	None	LWX/	tablet	לוּחַ
43	None	MXLQT/	division	מַחֲלֹקֶת
43	None	MTJ	when	מָתַי
43	None	NJXX/	smell of appeasement	נִיחֹחַ
43	None	NYX/	glory	נֵצַח
43	None	NQJ/	innocent	נָקִי
43	None	PCV[	strip off	פשׁט
43	None	YRR[	wrap, be narrow	צרר
43	None	QN>H/	jealousy	קִנְאָה
43	None	RXB==/	open place	רְחֹב
43	None	CM<J=/	Shimei	שִׁמְעִי
43	None	CBR/	breaking	שֶׁבֶר
43	None	TBW>H/	yield	תְּבוּאָה
42	None	>NWC/	man	אֱנֹושׁ
42	None	BVX/	trust	בֶּטַח
42	None	BDL[	separate	בדל
42	None	GWLH/	exile	גֹּולָה
42	None	ZWB[	flow	זוב
42	None	VP/	<those unable to march>	טַף
42	None	JCJ/	Jesse	יִשַׁי
42	None	JTWM/	orphan	יָתֹום
42	None	JWNTN/	Jonathan	יֹונָתָן
42	None	KNWR/	cither	כִּנֹּור
42	None	MNWRH/	lamp stand	מְנֹורָה
42	None	NTN/	Nathan	נָתָן
42	None	NTY[	break	נתץ
42	None	YR====/	Tyrus	צֹר
42	None	QDM/	before	קֳדָם
42	None	CNJ=/	scarlet	שָׁנִי
42	None	TBWNH/	understanding	תְּבוּנָה
41	None	>XZ=/	Ahaz	אָחָז
41	None	>XWR/	back(wards)	אָחֹור
41	None	>N	whither	אָן
41	None	>ZN[	listen	אזן
41	None	>MY[	be strong	אמץ
41	None	>RB[	lie in ambush	ארב
41	None	BRJX/	bar	בְּרִיחַ
41	None	BJT_LXM/	Bethlehem	בֵּית לֶחֶם
41	None	BL<[	swallow	בלע
41	None	GN/	garden	גַּן
41	None	XRWN/	anger	חָרֹון
41	None	JBWSJ/	Jebusite	יְבוּסִי
41	None	JXZQJHW/	Hezekiah	יְחִזְקִיָּהוּ
41	None	JXL[	wait, to hope	יחל
41	None	JSD[	found	יסד
41	None	KBD/	heavy	כָּבֵד
41	None	M<LL/	deed	מַעֲלָל
41	None	PC<[	rebel	פשׁע
41	None	YW>R/	neck	צַוָּאר
41	None	YDQ[	be just	צדק
41	None	RGZ[	quake	רגז
41	None	CMH/	destruction	שַׁמָּה
41	None	CQV[	be at peace	שׁקט
40	None	>CRH/	asherah	אֲשֵׁרָה
40	None	>JPH/	ephah	אֵיפָה
40	None	GLGL===/	Gilgal	גִּלְגָּל
40	None	GNB[	steal	גנב
40	None	DGN/	corn	דָּגָן
40	None	ZRH[	scatter	זרה
40	None	XJL[	have labour pain, to cry	חיל
40	None	XML[	have compassion	חמל
40	None	MYPH=/	Mizpah	מִצְפָּה
40	None	NW<[	quiver	נוע
40	None	NVC[	abandon	נטשׁ
40	None	<L/	yoke	עֹל
40	None	YPWR/	bird	צִפֹּור
40	None	YL</	side	צֵלָע
39	None	>J	where	אֵי
39	None	BHL[	disturb	בהל
39	None	GD<WN/	Gideon	גִּדְעֹון
39	None	DJ/	sufficiency	דַּי
39	None	XPY/	pleasure	חֵפֶץ
39	None	XRD[	tremble	חרד
39	None	MRRJ=/	Merari	מְרָרִי
39	None	MRMH/	deceit	מִרְמָה
39	None	MRKBH/	chariot	מֶרְכָּבָה
39	None	MCJX/	anointed	מָשִׁיחַ
39	None	MCL/	proverb	מָשָׁל
39	None	NXH[	lead	נחה
39	None	SDM/	Sodom	סְדֹם
39	None	<MLQ/	Amalek	עֲמָלֵק
39	None	QHL[	assemble	קהל
39	None	RXMJM/	compassion	רַחֲמִים
39	None	F<JR====/	Seir	שֵׂעִיר
39	None	T>NH/	fig	תְּאֵנָה
39	None	TWLDWT/	generations	תֹּולֵדֹות
38	None	>RGMN/	purple-wool	אַרְגָּמָן
38	None	BJNH/	understanding	בִּינָה
38	None	DMFQ/	Damascus	דַּמֶּשֶׂק
38	None	ZJT/	olive	זַיִת
38	None	XJQ/	lap	חֵיק
38	None	XDR/	room	חֶדֶר
38	None	XCBWN==/	Heshbon	חֶשְׁבֹּון
38	None	XRP[	reproach	חרף
38	None	KWL[	comprehend	כול
38	None	KLM[	humiliate	כלם
38	None	ML>=/	fullness	מְלֹא
38	None	M<RH/	cave	מְעָרָה
38	None	MLH/	word	מִלָּה
38	None	MVR/	rain	מָטָר
38	None	<DR/	flock	עֵדֶר
38	None	<J=/	Ai	עַי
38	None	CMJN/	heaven	שְׁמַיִן
38	None	CMCWN/	Samson	שִׁמְשֹׁון
38	None	CC=/	linen	שֵׁשׁ
38	None	FRH=/	Sarah	שָׂרָה
38	None	TJRWC/	wine	תִּירֹושׁ
38	None	TWL<T/	worm	תֹּולַעַת
37	None	>MRH/	word	אִמְרָה
37	None	>CM[	do wrong	אשׁם
37	None	GB<WN/	Gibeon	גִּבְעֹון
37	None	GBH/	high	גָּבֹהַּ
37	None	GML[	deal fully	גמל
37	None	XSH[	seek refuge	חסה
37	None	JHWJQJM/	Jehoiakim	יְהֹויָקִים
37	None	KKH	thus	כָּכָה
37	None	KWKB/	star	כֹּוכָב
37	None	LQV[	gather	לקט
37	None	MBYR/	fortification	מִבְצָר
37	None	MR/	bitter	מַר
37	None	SJXWN/	Sihon	סִיחֹון
37	None	<CR/	riches	עֹשֶׁר
37	None	<CQ[	oppress	עשׁק
37	None	PLGC/	concubine	פִּלֶגֶשׁ
37	None	P<L/	doing	פֹּעַל
37	None	YPH[	look out	צפה
37	None	QRX==/	Korah	קֹרַח
37	None	CW<R/	porter	שֹׁועֵר
36	None	>HBH/	love	אֲהָבָה
36	None	>J/	coast, island	אִי
36	None	>LH=/	curse	אָלָה
36	None	>BL[	mourn	אבל
36	None	>WRJH/	Uriah	אוּרִיָּה
36	None	GRN/	threshing-floor	גֹּרֶן
36	None	XMT=/	Hamath	חֲמָת
36	None	XRB[	be dry	חרב
36	None	VM>H/	uncleanness	טֻמְאָה
36	None	JC</	help	יֵשַׁע
36	None	KLB=/	Caleb	כָּלֵב
36	None	KN<[	be humble	כנע
36	None	KR<[	kneel	כרע
36	None	MWPT/	sign	מֹופֵת
36	None	MWL/	front	מוּל
36	None	MWV[	totter	מוט
36	None	M<L[	be unfaithful	מעל
36	None	MCK[	draw	משׁך
36	None	NKR/	foreigner	נֵכָר
36	None	NSH[	try	נסה
36	None	<NJ=/	poverty	עֳנִי
36	None	QCH/	hard	קָשֶׁה
36	None	FXQ[	laugh	שׂחק
36	None	THWM/	primeval ocean	תְּהֹום
36	None	TRW<H/	shouting	תְּרוּעָה
36	None	TBL/	world	תֵּבֵל
35	None	>RJ/	lion	אֲרִי
35	None	>WPN/	wheel	אֹופַן
35	None	GCM/	rain	גֶּשֶׁם
35	None	XZWN/	vision	חָזֹון
35	None	XRC/	artisan	חָרָשׁ
35	None	JC<JHW/	Isaiah	יְשַׁעְיָהוּ
35	None	JQR/	rare	יָקָר
35	None	MCNH/	second	מִשְׁנֶה
35	None	MLKH/	queen	מַלְכָּה
35	None	M<WZ/	fort	מָעֹוז
35	None	NQM[	avenge	נקם
35	None	SJNJ=/	Sinai	סִינַי
35	None	STR/	hiding place	סֵתֶר
35	None	<GL/	bull	עֵגֶל
35	None	<D	until	עַד
35	None	<RL/	uncircumcised	עָרֵל
35	None	YR<T/	skin-disease	צָרַעַת
35	None	QWM[	stand	קום
35	None	RMH==/	Ramah	רָמָה
35	None	CB<==/	Sheba	שֶׁבַע
34	None	>TWN/	she-ass	אָתֹון
34	None	>RK[	be long	ארך
34	None	GB<H=/	Gibeah	גִּבְעָה
34	None	GL/	wave	גַּל
34	None	GBH[	be high	גָּבַהּ
34	None	HMH[	make noise	המה
34	None	ZRQ[	toss	זרק
34	None	XMJCJ/	fifth	חֲמִישִׁי
34	None	XB>[	hide	חבא
34	None	JRK/	upper thigh	יָרֵךְ
34	None	JHB[	give	יהב
34	None	KLH/	bride	כַּלָּה
34	None	L>H/	Leah	לֵאָה
34	None	MXH[	wipe	מחה
34	None	NWP[	swing	נוף
34	None	<BRJ/	Hebrew	עִבְרִי
34	None	<BRH=/	anger	עֶבְרָה
34	None	PRX[	sprout	פרח
34	None	QN>[	be jealous	קנא
34	None	QYP[	be angry	קצף
34	None	QYR=[	harvest	קצר
34	None	RB==/	chief	רַב
34	None	RC<[	be guilty	רשׁע
34	None	CM<JH/	Shemaiah	שְׁמַעְיָה
34	None	F<RH/	barley	שְׂעֹרָה
34	None	TCW<H/	salvation	תְּשׁוּעָה
33	None	GDWD/	band	גְּדוּד
33	None	GT=/	Gath	גַּת
33	None	XV>/	offence	חֵטְא
33	None	XBC[	saddle	חבשׁ
33	None	XTN[	be father-in-law	חתן
33	None	JMNJ/	right-hand	יְמָנִי
33	None	JZR<>L/	<town>	יִזְרְעֶאל
33	None	LWV=/	Lot	לֹוט
33	None	MJKH/	Micah	מִיכָה
33	None	NBWKDR>YR/	Nebuchadnezzar	נְבוּכַדְרֶאצַּר
33	None	<FRWN/	tenth part	עִשָּׂרֹון
33	None	<LJ==/	Eli	עֵלִי
33	None	<RK/	arrangement	עֵרֶךְ
33	None	<FB/	herb	עֵשֶׂב
33	None	<WLH/	wickedness	עַוְלָה
33	None	<RP/	neck	עֹרֶף
33	None	YMX[	sprout	צמח
33	None	YRP[	melt	צרף
33	None	QLLH/	curse	קְלָלָה
33	None	RNH/	cry of joy	רִנָּה
33	None	CRC/	root	שֹׁרֶשׁ
32	None	>RMWN/	dwelling tower	אַרְמֹון
32	None	XJRM/	Hiram	חִירָם
32	None	XNM	in vain	חִנָּם
32	None	XSJD/	loyal	חָסִיד
32	None	VBX=/	butcher	טַבָּח
32	None	VWB=/	best	טוּב
32	None	JWNH/	dove	יֹונָה
32	None	JRH=[	cast	ירה
32	None	KLB/	dog	כֶּלֶב
32	None	KXD[	hide	כחד
32	None	LBWC/	clothing	לְבוּשׁ
32	None	M>WMH/	something	מְאוּמָה
32	None	MZRQ/	bowl	מִזְרָק
32	None	M<JM/	bowels	מֵעִים
32	None	M<FR/	tenth	מַעֲשֵׂר
32	None	MYBH/	massebe	מַצֵּבָה
32	None	MXRT/	next day	מָחֳרָת
32	None	NWH/	pasture	נָוֶה
32	None	NCQ[	kiss	נשׁק
32	None	<ZRJH/	Azariah	עֲזַרְיָה
32	None	<MH/	side	עֻמָּה
32	None	PNJMJ/	inner	פְּנִימִי
32	None	PQDH/	commission	פְּקֻדָּה
32	None	YD/	side	צַד
32	None	YPN[	hide	צפן
32	None	QHT/	Kohath	קְהָת
32	None	RMWN/	pomegranate	רִמֹּון
32	None	TQWH/	hope	תִּקְוָה
32	None	TWDH/	thanksgiving	תֹּודָה
31	None	>XCWRWC/	Ahasuerus	אֲחַשְׁוֵרֹושׁ
31	None	>MYJHW/	Amaziah	אֲמַצְיָהוּ
31	None	>NJH/	ship	אֳנִיָּה
31	None	>YB</	finger	אֶצְבַּע
31	None	BNJHW/	Benaiah	בְּנָיָהוּ
31	None	XLWN/	window	חַלֹּון
31	None	XZH[	see	חזה
31	None	VL/	dew	טַל
31	None	VMN[	hide	טמן
31	None	KPJR/	young lion	כְּפִיר
31	None	KLJH/	kidney	כִּלְיָה
31	None	KZB/	lie	כָּזָב
31	None	KWS/	cup	כֹּוס
31	None	L>M/	people	לְאֹם
31	None	MJN/	kind	מִין
31	None	NBWKDNYR/	Nebuchadnezzar	נְבוּכַדְנֶצַּר
31	None	NXC/	serpent	נָחָשׁ
31	None	N>P[	commit adultery	נאף
31	None	NDR[	vow	נדר
31	None	SKH/	cover of foliage	סֻכָּה
31	None	<YWM/	mighty	עָצוּם
31	None	PCR/	interpretation	פְּשַׁר
31	None	PSL/	idol	פֶּסֶל
31	None	YR/	narrow	צַר
31	None	YWR[	bind	צור
31	None	RXM/	womb	רֶחֶם
31	None	RC<=/	guilt	רֶשַׁע
31	None	CMJNJ/	eighth	שְׁמִינִי
31	None	CVP[	wash off	שׁטף
30	None	>XZJHW/	Ahaziah	אֲחַזְיָהוּ
30	None	>BJTR/	Abiathar	אֶבְיָתָר
30	None	>MN	surely	אָמֵן
30	None	BKJ/	weeping	בְּכִי
30	None	BCT/	shame	בֹּשֶׁת
30	None	BFM/	balsam-tree	בֹּשֶׂם
30	None	GG/	roof	גָּג
30	None	GZL[	tear away	גזל
30	None	DMM[	rest	דמם
30	None	HDR/	ornament	הָדָר
30	None	XVH/	wheat	חִטָּה
30	None	V<M/	sense	טְעֵם
30	None	JLL[	howl	ילל
30	None	KLMH/	insult	כְּלִמָּה
30	None	MYRJ/	Egyptian	מִצְרִי
30	None	M>KL/	food	מַאֲכָל
30	None	MWL[	circumcise	מול
30	None	NDH/	menstruation	נִדָּה
30	None	NHG[	drive	נהג
30	None	NWN/	Nun	נוּן
30	None	SPD[	lament	ספד
30	None	<B/	cloud	עָב
30	None	<NH[	answer	ענה
30	None	PNH=/	corner	פִּנָּה
30	None	QRJH/	town	קִרְיָה
30	None	RBQH/	Rebekah	רִבְקָה
30	None	RBY[	lie down	רבץ
30	None	CPN=/	Shaphan	שָׁפָן
30	None	CPL[	be low	שׁפל
30	None	TNWPH/	offering	תְּנוּפָה
29	None	BRD/	hail	בָּרָד
29	None	BXN[	examine	בחן
29	None	DNJ>L/	Daniel	דָּנִיֵּאל
29	None	DMH[	be like	דמה
29	None	ZMH/	loose conduct	זִמָּה
29	None	XYYRH/	clarion	חֲצֹצְרָה
29	None	XRM/	ban	חֵרֶם
29	None	XLM[	dream	חלם
29	None	JHWRM/	Jehoram	יְהֹורָם
29	None	JPTX/	<judge>	יִפְתָּח
29	None	J<D[	appoint	יעד
29	None	KTNT/	tunic	כֻּתֹּנֶת
29	None	LBN/	white	לָבָן
29	None	MVH=/	couch	מִטָּה
29	None	MN<[	withhold	מנע
29	None	SJR/	pot	סִיר
29	None	<FJRJ/	tenth	עֲשִׂירִי
29	None	<TWD/	ram	עַתּוּד
29	None	QBL/	opposite	קֳבֵל
29	None	R<C[	quake	רעשׁ
29	None	CBW<H/	oath	שְׁבוּעָה
29	None	FMLH/	mantle	שִׂמְלָה
28	None	>MNWN/	Amnon	אַמְנֹון
28	None	B<C>/	Baasha	בַּעְשָׁא
28	None	BCL[	boil	בשׁל
28	None	XBR[	be united	חבר
28	None	XFK[	withhold	חשׂך
28	None	JCW</	Jeshua	יֵשׁוּעַ
28	None	JRKH/	backside	יַרְכָּה
28	None	JHB[	give	יהב
28	None	M<JL/	coat	מְעִיל
28	None	M<L=/	unfaithfulness	מַעַל
28	None	MNH[	count	מנה
28	None	SWP/	rush	סוּף
28	None	<JLM/	Elam	עֵילָם
28	None	<BD[	do	עבד
28	None	<LM[	hide	עלם
28	None	PLJVH/	escape	פְּלֵיטָה
28	None	PXH/	governor	פֶּחָה
28	None	PRS=/	Persia	פָּרַס
28	None	YRR=[	be hostile	צרר
28	None	QYP/	anger	קֶצֶף
28	None	QYH/	end	קָצָה
28	None	QCH[	be hard	קשׁה
28	None	RKWC/	property	רְכוּשׁ
28	None	CBWT/	captivity	שְׁבוּת
28	None	CVH/	acacia	שִׁטָּה
28	None	CQWY/	idol	שִׁקּוּץ
28	None	CCJ/	sixth	שִׁשִּׁי
28	None	CLM=/	complete	שָׁלֵם
28	None	F<R/	hair	שֵׂעָר
28	None	FKR/	hire	שָׂכָר
28	None	FRJD/	survivor	שָׂרִיד
27	None	>DJR/	mighty	אַדִּיר
27	None	>WH[	wish	אוה
27	None	BLJ<L/	wickedness	בְּלִיַּעַל
27	None	XKM[	be wise	חכם
27	None	XMM[	be hot	חמם
27	None	XQR[	explore	חקר
27	None	XRC=[	plough	חרשׁ
27	None	JRX=/	moon	יָרֵחַ
27	None	JWBL/	ram	יֹובֵל
27	None	JNQ[	suck	ינק
27	None	JYT[	kindle	יצת
27	None	KPRT/	cover	כַּפֹּרֶת
27	None	MSLH/	highway	מְסִלָּה
27	None	MWY>/	issue	מֹוצָא
27	None	MWQC/	bait	מֹוקֵשׁ
27	None	NBWKDN>YR/	Nebuchadnezzar	נְבוּכַדְנֶאצַּר
27	None	NQMH/	vengeance	נְקָמָה
27	None	NBL==/	harp	נֵבֶל
27	None	NDJB/	willing	נָדִיב
27	None	NDD[	flee	נדד
27	None	NTQ[	pull off	נתק
27	None	PLV[	escape	פלט
27	None	PRH[	be fertile	פרה
27	None	PTH[	seduce	פתה
27	None	QRH[	meet	קרה
27	None	CMW<H/	report	שְׁמוּעָה
27	None	CLWM==/	Shallum	שַׁלּוּם
27	None	FVN/	adversary	שָׂטָן
27	None	FWF[	rejoice	שׂושׂ
27	None	TLH[	hang	תלה
26	None	>WJL/	foolish	אֱוִיל
26	None	BRWK/	Baruch	בָּרוּךְ
26	None	GDLJHW/	Gedaliah	גְּדַלְיָהוּ
26	None	HWN/	abundance	הֹון
26	None	XLP[	come after	חלף
26	None	XTM[	seal	חתם
26	None	VWR/	row	טוּר
26	None	JRWCLM/	Jerusalem	יְרוּשְׁלֶם
26	None	JG<[	be weary	יגע
26	None	KN/	correct	כֵּן
26	None	MLX/	salt	מֶלַח
26	None	MGPH/	blow	מַגֵּפָה
26	None	NDBH/	free will	נְדָבָה
26	None	NCR/	eagle	נֶשֶׁר
26	None	<WR/	blind	עִוֵּר
26	None	<ZRH/	help	עֶזְרָה
26	None	PRH/	cow	פָּרָה
26	None	PRD[	divide	פרד
26	None	YRWJH/	Zeruiah	צְרוּיָה
26	None	YWM/	fasting	צֹום
26	None	QDM[	be in front	קדם
26	None	RMT=/	Ramoth	רָמֹת
26	None	RGL[	slander	רגל
26	None	C>R=/	rest	שְׁאָר
26	None	FJM[	place	שׂים
26	None	TBH/	ark	תֵּבָה
26	None	TRCJC=/	Tarshish	תַּרְשִׁישׁ
25	None	>NC/	mankind	אֱנָשׁ
25	None	>WLT/	foolishness	אִוֶּלֶת
25	None	>RNWN/	Arnon	אַרְנֹון
25	None	BN_HDD/	Ben-Hadad	בֶּן הֲדַד
25	None	BRK/	knee	בֶּרֶךְ
25	None	BZ/	spoiling	בַּז
25	None	BBL/	Babylon	בָּבֶל
25	None	BYWR/	fortified	בָּצוּר
25	None	GBR[	be superior	גבר
25	None	DMWT/	likeness	דְּמוּת
25	None	HGH[	mutter	הגה
25	None	ZKRJH/	Zechariah	זְכַרְיָה
25	None	XNNJH/	Hananiah	חֲנַנְיָה
25	None	XWJ/	Hivite	חִוִּי
25	None	XJYWN/	external	חִיצֹון
25	None	XCN/	breast-piece	חֹשֶׁן
25	None	XYB[	hew	חצב
25	None	VRP[	tear	טרף
25	None	JCR[	be right	ישׁר
25	None	K<S/	grief	כַּעַס
25	None	KCJ/	Ethiopian	כֻּשִׁי
25	None	KWC/	Cush	כּוּשׁ
25	None	MKWNH/	place	מְכֹונָה
25	None	MCLM/	Meshullam	מְשֻׁלָּם
25	None	MSKH/	molten image	מַסֵּכָה
25	None	MSK/	covering	מָסָךְ
25	None	MRD[	rebel	מרד
25	None	NBV/	Nebat	נְבָט
25	None	NCMH/	breath	נְשָׁמָה
25	None	NZR/	consecration	נֵזֶר
25	None	NKX=/	straightness	נֹכַח
25	None	NWD[	waver	נוד
25	None	NSK[	pour	נסך
25	None	SP=/	threshold	סַף
25	None	SWG[	turn	סוג
25	None	<GLH=/	chariot	עֲגָלָה
25	None	<CN/	smoke	עָשָׁן
25	None	PJNXS/	Phinehas	פִּינְחָס
25	None	PT>M	suddenly	פִּתְאֹם
25	None	PX=/	bird-trap	פַּח
25	None	PRKT/	curtain	פָּרֹכֶת
25	None	PXD[	tremble	פחד
25	None	RDH[	tread, to rule	רדה
25	None	RXB[	be wide	רחב
25	None	CD/	violence	שֹׁד
25	None	CVR[	register	שׁטר
25	None	CLP[	draw	שׁלף
25	None	CNH[	change	שׁנה
25	None	TXNH/	supplication	תְּחִנָּה
24	None	>BL==/	mourning rites	אֵבֶל
24	None	>JD/	calamity	אֵיד
24	None	>RBH/	locust	אַרְבֶּה
24	None	>WJ	woe	אֹוי
24	None	BFR[	announce	בשׂר
24	None	GW<[	expire	גוע
24	None	HWD/	splendour	הֹוד
24	None	ZKRWN/	remembrance	זִכָּרֹון
24	None	ZQN[	be old	זקן
24	None	XLJ/	sickness	חֳלִי
24	None	XWS[	pity	חוס
24	None	XSR[	diminish	חסר
24	None	JTD/	peg	יָתֵד
24	None	JWXNN/	Johanan	יֹוחָנָן
24	None	JWTM/	Jotham	יֹותָם
24	None	KTRT/	capital	כֹּתֶרֶת
24	None	KBH[	go out	כבה
24	None	LKJC/	Lachish	לָכִישׁ
24	None	MLWKH/	kingship	מְלוּכָה
24	None	MLH/	word	מִלָּה
24	None	MMLKT/	kingdom	מַמְלֶכֶת
24	None	N>Y[	contemn	נאץ
24	None	NBL[	wither	נבל
24	None	NZH[	spatter	נזה
24	None	<LJLH/	deed	עֲלִילָה
24	None	<WP[	fly	עוף
24	None	PQWDJM/	orders	פִּקּוּדִים
24	None	RWC[	be poor	רושׁ
24	None	CLCWM/	day before yesterday	שִׁלְשֹׁום
24	None	CKL[	be bereaved of children	שׁכל
24	None	TWKXT/	rebuke	תֹּוכַחַת
24	None	TWR[	spy	תור
23	None	>BJH/	Abijah	אֲבִיָּה
23	None	GLX[	shave	גלח
23	None	DHB/	gold	דְּהַב
23	None	DM<H/	tear	דִּמְעָה
23	None	DJN[	judge	דין
23	None	ZKR/	mention	זֵכֶר
23	None	XZ>L/	Hazael	חֲזָאֵל
23	None	XLQH/	plot of land	חֶלְקָה
23	None	XPR=[	dig	חפר
23	None	XPF[	search	חפשׂ
23	None	JYHR/	oil	יִצְהָר
23	None	J<L[	profit	יעל
23	None	KJWR/	basin	כִּיֹּור
23	None	KHN[	act as priest	כהן
23	None	MRJ/	rebellion	מְרִי
23	None	MJCWR/	fairness	מִישֹׁור
